FIPS,Name,Area,Pop_2000,Pop_2010
20205,Wilson County,570,10332,9409
20207,Woodson County,498,3788,3309
20209,Wyandotte County,152,157882,157505
21001,Adair County,405,17244,18656
21003,Allen County,344,17800,19956
21005,Anderson County,202,19111,21421
21007,Ballard County,247,8286,8249
21009,Barren County,488,38033,42173
21011,Bath County,279,11085,11591
21013,Bell County,359,30060,28691
21015,Boone County,246,85991,118811
21017,Bourbon County,290,19360,19985
21019,Boyd County,160,49752,49542
21021,Boyle County,180,27697,28432
21023,Bracken County,206,8279,8488
21025,Breathitt County,492,16100,13878
21027,Breckinridge County,567,18648,20059
21029,Bullitt County,297,61236,74319
21031,Butler County,426,13010,12690
21033,Caldwell County,345,13060,12984
21035,Calloway County,385,34177,37191
21037,Campbell County,151,88616,90336
21039,Carlisle County,189,5351,5104
21041,Carroll County,129,10155,10811
21043,Carter County,410,26889,27720
21045,Casey County,444,15447,15955
21047,Christian County,718,72265,73955
21049,Clark County,252,33144,35613
21051,Clay County,469,24556,21730
21053,Clinton County,197,9634,10272
21055,Crittenden County,360,9384,9315
21057,Cumberland County,305,7147,6856
21059,Daviess County,458,91545,96656
21061,Edmonson County,303,11644,12161
21063,Elliott County,234,6748,7852
21065,Estill County,253,15307,14672
21067,Fayette County,284,260512,295803
21069,Fleming County,349,13792,14348
21071,Floyd County,393,42441,39451
21073,Franklin County,208,47687,49285
21075,Fulton County,206,7752,6813
21077,Gallatin County,101,7870,8589
21079,Garrard County,230,14792,16912
21081,Grant County,258,22384,24662
21083,Graves County,552,37028,37121
21085,Grayson County,497,24053,25746
21087,Green County,286,11518,11258
21089,Greenup County,344,36891,36910
21091,Hancock County,188,8392,8565
21093,Hardin County,623,94174,105543
21095,Harlan County,466,33202,29278
21097,Harrison County,306,17983,18846
21099,Hart County,412,17445,18199
21101,Henderson County,437,44829,46250
21103,Henry County,286,15060,15416
21105,Hickman County,242,5262,4902
21107,Hopkins County,542,46519,46920
21109,Jackson County,345,13495,13494
21111,Jefferson County,380,693604,741096
21113,Jessamine County,172,39041,48586
21115,Johnson County,262,23445,23356
21117,Kenton County,160,151464,159720
21119,Knott County,352,17649,16346
21121,Knox County,386,31795,31883
21123,Larue County,262,13373,14193
21125,Laurel County,434,52715,58849
21127,Lawrence County,416,15569,15860
21129,Lee County,209,7916,7887
21131,Leslie County,401,12401,11310
21133,Letcher County,338,25277,24519
21135,Lewis County,483,14092,13870
21137,Lincoln County,334,23361,24742
21139,Livingston County,313,9804,9519
21141,Logan County,552,26573,26835
21143,Lyon County,214,8080,8314
21145,McCracken County,249,65514,65565
21147,McCreary County,427,17080,18306
21149,McLean County,252,9938,9531
21151,Madison County,437,70872,82916
21153,Magoffin County,308,13332,13333
21155,Marion County,343,18212,19820
21157,Marshall County,301,30125,31448
21159,Martin County,230,12578,12929
21161,Mason County,240,16800,17490
21163,Meade County,305,26349,28602
21165,Menifee County,204,6556,6306
21167,Mercer County,249,20817,21331
21169,Metcalfe County,290,10037,10099
21171,Monroe County,329,11756,10963
21173,Montgomery County,197,22554,26499
21175,Morgan County,381,13948,13923
21177,Muhlenberg County,467,31839,31499
21179,Nelson County,418,37477,43437
21181,Nicholas County,195,6813,7135
21183,Ohio County,587,22916,23842
21185,Oldham County,187,46178,60316
21187,Owen County,351,10547,10841
21189,Owsley County,197,4858,4755
21191,Pendleton County,277,14390,14877
21193,Perry County,340,29390,28712
21195,Pike County,787,68736,65024
21197,Powell County,179,13237,12613
21199,Pulaski County,658,56217,63063
21201,Robertson County,100,2266,2282
21203,Rockcastle County,317,16582,17056
21205,Rowan County,280,22094,23333
21207,Russell County,254,16315,17565
21209,Scott County,282,33061,47173
21211,Shelby County,380,33337,42074
21213,Simpson County,234,16405,17327
21215,Spencer County,187,11766,17061
21217,Taylor County,266,22927,24512
21219,Todd County,375,11971,12460
21221,Trigg County,441,12597,14339
21223,Trimble County,152,8125,8809
21225,Union County,343,15637,15007
21227,Warren County,542,92522,113792
21229,Washington County,297,10916,11717
21231,Wayne County,458,19923,20813
21233,Webster County,332,14120,13621
21235,Whitley County,438,35865,35637
21237,Wolfe County,222,7065,7355
21239,Woodford County,189,23208,24939
22001,Acadia Parish,655,58861,61773
22003,Allen Parish,762,25440,25764
22005,Ascension Parish,290,76627,107215
22007,Assumption Parish,339,23388,23421
22009,Avoyelles Parish,832,41481,42073
22011,Beauregard Parish,1157,32986,35654
22013,Bienville Parish,811,15752,14353
22015,Bossier Parish,840,98310,116979
22017,Caddo Parish,879,252161,254969
22019,Calcasieu Parish,1064,183577,192768
22021,Caldwell Parish,529,10560,10132
22023,Cameron Parish,1285,9991,6839
22025,Catahoula Parish,708,10920,10407
22027,Claiborne Parish,755,16851,17195
22029,Concordia Parish,697,20247,20822
22031,De Soto Parish,876,25494,26656
22033,East Baton Rouge Parish,455,412852,440171
22035,East Carroll Parish,421,9421,7759
22037,East Feliciana Parish,453,21360,20267
22039,Evangeline Parish,662,35434,33984
22041,Franklin Parish,625,21263,20767
22043,Grant Parish,643,18698,22309
22045,Iberia Parish,574,73266,73240
22047,Iberville Parish,619,33320,33387
22049,Jackson Parish,569,15397,16274
22051,Jefferson Parish,296,455466,432552
22053,Jefferson Davis Parish,651,31435,31594
22055,Lafayette Parish,269,190503,221578
22057,Lafourche Parish,1068,89974,96318
22059,La Salle Parish,625,14282,14890
22061,Lincoln Parish,472,42509,46735
22063,Livingston Parish,648,91814,128026
22065,Madison Parish,624,13728,12093
22067,Morehouse Parish,795,31021,27979
22069,Natchitoches Parish,1252,39080,39566
22071,Orleans Parish,169,484674,343829
22073,Ouachita Parish,610,147250,153720
22075,Plaquemines Parish,780,26757,23042
22077,Pointe Coupee Parish,557,22763,22802
22079,Rapides Parish,1318,126337,131613
22081,Red River Parish,389,9622,9091
22083,Richland Parish,559,20981,20725
22085,Sabine Parish,867,23459,24233
22087,St. Bernard Parish,378,67229,35897
22089,St. Charles Parish,279,48072,52780
22091,St. Helena Parish,408,10525,11203
22093,St. James Parish,242,21216,22102
22095,St. John the Baptist Parish,213,43044,45924
22097,St. Landry Parish,924,87700,83384
22099,St. Martin Parish,738,48583,52160
22101,St. Mary Parish,555,53500,54650
22103,St. Tammany Parish,846,191268,233740
22105,Tangipahoa Parish,791,100588,121097
22107,Tensas Parish,603,6618,5252
22109,Terrebonne Parish,1232,104503,111860
22111,Union Parish,877,22803,22721
22113,Vermilion Parish,1173,53807,57999
22115,Vernon Parish,1328,52531,52334
22117,Washington Parish,670,43926,47168
22119,Webster Parish,593,41831,41207
22121,West Baton Rouge Parish,192,21601,23788
22123,West Carroll Parish,360,12314,11604
22125,West Feliciana Parish,403,15111,15625
22127,Winn Parish,950,16894,15313
23001,Androscoggin County,468,103793,107702
23003,Aroostook County,6671,73938,71870
23005,Cumberland County,835,265612,281674
23007,Franklin County,1697,29467,30768
23009,Hancock County,1587,51791,54418
23011,Kennebec County,868,117114,122151
23013,Knox County,365,39618,39736
23015,Lincoln County,456,33616,34457
23017,Oxford County,2077,54755,57833
23019,Penobscot County,3397,144919,153923
23021,Piscataquis County,3961,17235,17535
23023,Sagadahoc County,254,35214,35293
23025,Somerset County,3924,50888,52228
23027,Waldo County,730,36280,38786
23029,Washington County,2563,33941,32856
23031,York County,991,186742,197131
24001,Allegany County,424,74930,75087
24003,Anne Arundel County,415,489656,537656
24005,Baltimore County,598,754292,805029
24009,Calvert County,213,74563,88737
24011,Caroline County,319,29772,33066
24013,Carroll County,448,150897,167134
24015,Cecil County,346,85951,101108
24017,Charles County,458,120546,146551
24019,Dorchester County,541,30674,32618
24021,Frederick County,660,195277,233385
24023,Garrett County,647,29846,30097
24025,Harford County,437,218590,244826
24027,Howard County,251,247842,287085
24029,Kent County,277,19197,20197
24031,Montgomery County,491,873341,971777
24033,Prince George's County,483,801515,863420
24035,Queen Anne's County,372,40563,47798
24037,St. Mary's County,357,86211,105151
24039,Somerset County,320,24747,26470
24041,Talbot County,269,33812,37782
24043,Washington County,458,131923,147430
24045,Wicomico County,374,84644,98733
24047,Worcester County,468,46543,51454
24510,Baltimore city,81,651154,620961
25001,Barnstable County,394,222230,215888
25003,Berkshire County,927,134953,131219
25005,Bristol County,553,534678,548285
25007,Dukes County,103,14987,16535
25009,Essex County,493,723419,743159
25011,Franklin County,699,71535,71372
25013,Hampden County,617,456228,463490
25015,Hampshire County,527,152251,158080
25017,Middlesex County,818,1465396,1503085
25019,Nantucket County,45,9520,10172
25021,Norfolk County,396,650308,670850
25023,Plymouth County,659,472822,494919
25025,Suffolk County,58,689807,722023
25027,Worcester County,1511,750963,798552
26001,Alcona County,675,11719,10942
26003,Alger County,915,9862,9601
26005,Allegan County,825,105665,111408
26007,Alpena County,572,31314,29598
26009,Antrim County,476,23110,23580
26011,Arenac County,363,17269,15899
26013,Baraga County,898,8746,8860
26015,Barry County,553,56755,59173
26017,Bay County,442,110157,107771
26019,Benzie County,320,15998,17525
26021,Berrien County,568,162453,156813
26023,Branch County,506,45787,45248
26025,Calhoun County,706,137985,136146
26027,Cass County,490,51104,52293
26029,Charlevoix County,416,26090,25949
26031,Cheboygan County,715,26448,26152
26033,Chippewa County,1558,38543,38520
26035,Clare County,564,31252,30926
26037,Clinton County,566,64753,75382
26039,Crawford County,556,14273,14074
26041,Delta County,1171,38520,37069
26043,Dickinson County,761,27472,26168
26045,Eaton County,575,103655,107759
26047,Emmet County,467,31437,32694
26049,Genesee County,637,436141,425790
26051,Gladwin County,502,26023,25692
26053,Gogebic County,1102,17370,16427
26055,Grand Traverse County,464,77654,86986
26057,Gratiot County,568,42285,42476
26059,Hillsdale County,598,46527,46688
26061,Houghton County,1009,36016,36628
26063,Huron County,836,36079,33118
26065,Ingham County,556,279320,280895
26067,Ionia County,571,61518,63905
26069,Iosco County,549,27339,25887
26071,Iron County,1166,13138,11817
26073,Isabella County,573,63351,70311
26075,Jackson County,702,158422,160248
26077,Kalamazoo County,562,238603,250331
26079,Kalkaska County,560,16571,17153
26081,Kent County,847,574335,602622
26083,Keweenaw County,540,2301,2156
26085,Lake County,567,11333,11539
26087,Lapeer County,643,87904,88319
26089,Leelanau County,347,21119,21708
26091,Lenawee County,750,98890,99892
26093,Livingston County,565,156951,180967
26095,Luce County,899,7024,6631
26097,Mackinac County,1022,11943,11113
26099,Macomb County,479,788149,840978
26101,Manistee County,542,24527,24733
26103,Marquette County,1808,64634,67077
26105,Mason County,495,28274,28705
26107,Mecosta County,555,40553,42798
26109,Menominee County,1044,25326,24029
26111,Midland County,516,82874,83629
26113,Missaukee County,565,14478,14849
26115,Monroe County,549,145945,152021
26117,Montcalm County,705,61266,63342
26119,Montmorency County,547,10315,9765
26121,Muskegon County,499,170200,172188
26123,Newaygo County,813,47874,48460
26125,Oakland County,868,1194156,1202362
26127,Oceana County,512,26873,26570
26129,Ogemaw County,563,21645,21699
26131,Ontonagon County,1311,7818,6780
26133,Osceola County,566,23197,23528
26135,Oscoda County,566,9418,8640
26137,Otsego County,515,23301,24164
26139,Ottawa County,563,238314,263801
26141,Presque Isle County,659,14411,13376
26143,Roscommon County,520,25469,24449
26145,Saginaw County,800,210039,200169
26147,St. Clair County,721,164235,163040
26149,St. Joseph County,501,62422,61295
26151,Sanilac County,963,44547,43114
26153,Schoolcraft County,1171,8903,8485
26155,Shiawassee County,531,71687,70648
26157,Tuscola County,803,58266,55729
26159,Van Buren County,607,76263,76258
26161,Washtenaw County,706,322895,344791
26163,Wayne County,612,2061162,1820584
26165,Wexford County,565,30484,32735
27001,Aitkin County,1822,15301,16202
27003,Anoka County,423,298084,330844
27005,Becker County,1315,30000,32504
27007,Beltrami County,2505,39650,44442
27009,Benton County,408,34226,38451
27011,Big Stone County,499,5820,5269
27013,Blue Earth County,748,55941,64013
27015,Brown County,611,26911,25893
27017,Carlton County,861,31671,35386
27019,Carver County,354,70205,91042
27021,Cass County,2022,27150,28567
27023,Chippewa County,581,13088,12441
27025,Chisago County,415,41101,53887
27027,Clay County,1045,51229,58999
27029,Clearwater County,999,8423,8695
27031,Cook County,1452,5168,5176
27033,Cottonwood County,639,12167,11687
27035,Crow Wing County,999,55099,62500
27037,Dakota County,562,355904,398552
27039,Dodge County,439,17731,20087
27041,Douglas County,637,32821,36009
27043,Faribault County,712,16181,14553
27045,Fillmore County,861,21122,20866
27047,Freeborn County,707,32584,31255
27049,Goodhue County,757,44127,46183
27051,Grant County,548,6289,6018
27053,Hennepin County,554,1116200,1152425
27055,Houston County,552,19718,19027
27057,Hubbard County,926,18376,20428
27059,Isanti County,436,31287,37816
27061,Itasca County,2668,43992,45058
27063,Jackson County,703,11268,10266
27065,Kanabec County,522,14996,16239
27067,Kandiyohi County,797,41203,42239
27069,Kittson County,1099,5285,4552
27071,Koochiching County,3104,14355,13311
27073,Lac qui Parle County,765,8067,7259
27075,Lake County,2109,11058,10866
27077,Lake of the Woods County,1298,4522,4045
27079,Le Sueur County,449,25426,27703
27081,Lincoln County,537,6429,5896
27083,Lyon County,715,25425,25857
27085,McLeod County,491,34898,36651
27087,Mahnomen County,558,5190,5413
27089,Marshall County,1775,10155,9439
27091,Martin County,712,21802,20840
27093,Meeker County,608,22644,23300
27095,Mille Lacs County,572,22330,26097
27097,Morrison County,1125,31712,33198
27099,Mower County,711,38603,39163
27101,Murray County,705,9165,8725
27103,Nicollet County,448,29771,32727
27105,Nobles County,715,20832,21378
27107,Norman County,873,7442,6852
27109,Olmsted County,653,124277,144248
27111,Otter Tail County,1972,57159,57303
27113,Pennington County,617,13584,13930
27115,Pine County,1411,26530,29750
27117,Pipestone County,465,9895,9596
27119,Polk County,1971,31369,31600
27121,Pope County,670,11236,10995
27123,Ramsey County,152,511035,508640
27125,Red Lake County,432,4299,4089
27127,Redwood County,879,16815,16059
27129,Renville County,983,17154,15730
27131,Rice County,496,56665,64142
27133,Rock County,482,9721,9687
27135,Roseau County,1672,16338,15629
27137,St. Louis County,6247,200528,200226
27139,Scott County,356,89498,129928
27141,Sherburne County,433,64417,88499
27143,Sibley County,589,15356,15226
27145,Stearns County,1343,133166,150642
27147,Steele County,430,33680,36576
27149,Stevens County,564,10053,9726
27151,Swift County,742,11956,9783
27153,Todd County,945,24426,24895
27155,Traverse County,574,4134,3558
27157,Wabasha County,523,21610,21676
27159,Wadena County,536,13713,13843
27161,Waseca County,423,19526,19136
27163,Washington County,384,201130,238136
27165,Watonwan County,435,11876,11211
27167,Wilkin County,751,7138,6576
27169,Winona County,626,49985,51461
27171,Wright County,661,89986,124700
27173,Yellow Medicine County,759,11080,10438
28001,Adams County,462,34340,32297
28003,Alcorn County,400,34558,37057
28005,Amite County,730,13599,13131
28007,Attala County,735,19661,19564
28009,Benton County,407,8026,8729
28011,Bolivar County,877,40633,34145
28013,Calhoun County,587,15069,14962
28015,Carroll County,628,10769,10597
28017,Chickasaw County,502,19440,17392
28019,Choctaw County,418,9758,8547
28021,Claiborne County,487,11831,9604
28023,Clarke County,692,17955,16732
28025,Clay County,410,21979,20634
28027,Coahoma County,552,30622,26151
28029,Copiah County,777,28757,29449
28031,Covington County,414,19407,19568
28033,DeSoto County,476,107199,161252
28035,Forrest County,466,72604,74934
28037,Franklin County,564,8448,8118
28039,George County,479,19144,22578
28041,Greene County,713,13299,14400
28043,Grenada County,422,23263,21906
28045,Hancock County,474,42967,43929
28047,Harrison County,574,189601,187105
28049,Hinds County,870,250800,245285
28051,Holmes County,757,21609,19198
28053,Humphreys County,418,11206,9375
28055,Issaquena County,413,2274,1406
28057,Itawamba County,533,22770,23401
28059,Jackson County,723,131420,139668
28061,Jasper County,676,18149,17062
28063,Jefferson County,520,9740,7726
28065,Jefferson Davis County,408,13962,12487
28067,Jones County,695,64958,67761
28069,Kemper County,766,10453,10456
28071,Lafayette County,632,38744,47351
28073,Lamar County,497,39070,55658
28075,Lauderdale County,704,78161,80261
28077,Lawrence County,431,13258,12929
28079,Leake County,583,20940,23805
28081,Lee County,450,75755,82910
28083,Leflore County,593,37947,32317
28085,Lincoln County,586,33166,34869
28087,Lowndes County,506,61586,59779
28089,Madison County,715,74674,95203
28091,Marion County,542,25595,27088
28093,Marshall County,706,34993,37144
28095,Monroe County,765,38014,36989
28097,Montgomery County,407,12189,10925
28099,Neshoba County,570,28684,29676
28101,Newton County,578,21838,21720
28103,Noxubee County,695,12548,11545
28105,Oktibbeha County,458,42902,47671
28107,Panola County,685,34274,34707
28109,Pearl River County,811,48621,55834
28111,Perry County,647,12138,12250
28113,Pike County,409,38940,40404
28115,Pontotoc County,498,26726,29957
28117,Prentiss County,415,25556,25276
28119,Quitman County,405,10117,8223
28121,Rankin County,775,115327,141617
28123,Scott County,609,28423,28264
28125,Sharkey County,432,6580,4916
28127,Simpson County,589,27639,27503
28129,Smith County,636,16182,16491
28131,Stone County,445,13622,17786
28133,Sunflower County,698,34369,29450
28135,Tallahatchie County,645,14903,15378
28137,Tate County,405,25370,28886
28139,Tippah County,458,20826,22232
28141,Tishomingo County,424,19163,19593
28143,Tunica County,455,9227,10778
28145,Union County,416,25362,27134
28147,Walthall County,404,15156,15443
28149,Warren County,589,49644,48773
28151,Washington County,725,62977,51137
28153,Wayne County,811,21216,20747
28155,Webster County,421,10294,10253
28157,Wilkinson County,678,10312,9878
28159,Winston County,607,20160,19198
28161,Yalobusha County,467,13051,12678
28163,Yazoo County,923,28149,28065
29001,Adair County,567,24977,25607
29003,Andrew County,433,16492,17291
29005,Atchison County,547,6430,5685
29007,Audrain County,692,25853,25529
29009,Barry County,778,34010,35597
29011,Barton County,592,12541,12402
29013,Bates County,837,16653,17049
29015,Benton County,704,17180,19056
29017,Bollinger County,618,12029,12363
29019,Boone County,685,135454,162642
29021,Buchanan County,408,85998,89201
29023,Butler County,695,40867,42794
29025,Caldwell County,426,8969,9424
29027,Callaway County,835,40766,44332
29029,Camden County,656,37051,44002
29031,Cape Girardeau County,579,68693,75674
29033,Carroll County,695,10285,9295
29035,Carter County,507,5941,6265
29037,Cass County,697,82092,99478
29039,Cedar County,474,13733,13982
29041,Chariton County,751,8438,7831
29043,Christian County,563,54285,77422
29045,Clark County,505,7416,7139
29047,Clay County,397,184006,221939
29049,Clinton County,419,18979,20743
29051,Cole County,394,71397,75990
29053,Cooper County,565,16670,17601
29055,Crawford County,743,22804,24696
29057,Dade County,490,7923,7883
29059,Dallas County,541,15661,16777
29061,Daviess County,563,8016,8433
29063,DeKalb County,421,11597,12892
29065,Dent County,753,14927,15657
29067,Douglas County,814,13084,13684
29069,Dunklin County,541,33155,31953
29071,Franklin County,923,93807,101492
29073,Gasconade County,518,15342,15222
29075,Gentry County,491,6861,6738
29077,Greene County,675,240391,275174
29079,Grundy County,435,10432,10261
29081,Harrison County,723,8850,8957
29083,Henry County,697,21997,22272
29085,Hickory County,399,8940,9627
29087,Holt County,463,5351,4912
29089,Howard County,464,10212,10144
29091,Howell County,927,37238,40400
29093,Iron County,550,10697,10630
29095,Jackson County,604,654880,674158
29097,Jasper County,638,104686,117404
29099,Jefferson County,657,198099,218733
29101,Johnson County,829,48258,52595
29103,Knox County,504,4361,4131
29105,Laclede County,765,32513,35571
29107,Lafayette County,628,32960,33381
29109,Lawrence County,612,35204,38634
29111,Lewis County,505,10494,10211
29113,Lincoln County,627,38944,52566
29115,Linn County,616,13754,12761
29117,Livingston County,532,14558,15195
29119,McDonald County,539,21681,23083
29121,Macon County,801,15762,15566
29123,Madison County,494,11800,12226
29125,Maries County,527,8903,9176
29127,Marion County,437,28289,28781
29129,Mercer County,454,3757,3785
29131,Miller County,593,23564,24748
29133,Mississippi County,412,13427,14358
29135,Moniteau County,415,14827,15607
29137,Monroe County,648,9311,8840
29139,Montgomery County,536,12136,12236
29141,Morgan County,598,19309,20565
29143,New Madrid County,675,19760,18956
29145,Newton County,625,52636,58114
29147,Nodaway County,877,21912,23370
29149,Oregon County,790,10344,10881
29151,Osage County,604,13062,13878
29153,Ozark County,745,9542,9723
29155,Pemiscot County,493,20047,18296
29157,Perry County,474,18132,18971
29159,Pettis County,682,39403,42201
29161,Phelps County,672,39825,45156
29163,Pike County,670,18351,18516
29165,Platte County,420,73781,89322
29167,Polk County,636,26992,31137
29169,Pulaski County,547,41165,52274
29171,Putnam County,517,5223,4979
29173,Ralls County,470,9626,10167
29175,Randolph County,483,24663,25414
29177,Ray County,569,23354,23494
29179,Reynolds County,808,6689,6696
29181,Ripley County,630,13509,14100
29183,St. Charles County,560,283883,360485
29185,St. Clair County,670,9652,9805
29186,Ste. Genevieve County,499,17842,18145
29187,St. Francois County,452,55641,65359
29189,St. Louis County,508,1016315,998954
29195,Saline County,756,23756,23370
29197,Schuyler County,307,4170,4431
29199,Scotland County,437,4983,4843
29201,Scott County,420,40422,39191
29203,Shannon County,1004,8324,8441
29205,Shelby County,501,6799,6373
29207,Stoddard County,823,29705,29968
29209,Stone County,464,28658,32202
29211,Sullivan County,648,7219,6714
29213,Taney County,632,39703,51675
29215,Texas County,1177,23003,26008
29217,Vernon County,826,20454,21159
29219,Warren County,429,24525,32513
29221,Washington County,760,23344,25195
29223,Wayne County,759,13259,13521
29225,Webster County,593,31045,36202
29227,Worth County,267,2382,2171
29229,Wright County,682,17955,18815
29510,St. Louis city,62,348189,319294
30001,Beaverhead County,5542,9202,9246
30003,Big Horn County,4995,12671,12865
30005,Blaine County,4228,7009,6491
30007,Broadwater County,1193,4385,5612
30009,Carbon County,2049,9552,10078
30011,Carter County,3341,1360,1160
30013,Cascade County,2698,80357,81327
30015,Chouteau County,3972,5970,5813
30017,Custer County,3783,11696,11699
30019,Daniels County,1426,2017,1751
30021,Dawson County,2372,9059,8966
30023,Deer Lodge County,737,9417,9298
30025,Fallon County,1621,2837,2890
30027,Fergus County,4340,11893,11586
30029,Flathead County,5088,74471,90928
30031,Gallatin County,2603,67831,89513
30033,Garfield County,4675,1279,1206
30035,Glacier County,2996,13247,13399
30037,Golden Valley County,1175,1042,884
30039,Granite County,1727,2830,3079
30041,Hill County,2899,16673,16096
30043,Jefferson County,1656,10049,11406
30045,Judith Basin County,1870,2329,2072
30047,Lake County,1490,26507,28746
30049,Lewis and Clark County,3459,55716,63395
30051,Liberty County,1430,2158,2339
30053,Lincoln County,3613,18837,19687
30055,McCone County,2643,1977,1734
30057,Madison County,3587,6851,7691
30059,Meagher County,2392,1932,1891
30061,Mineral County,1219,3884,4223
30063,Missoula County,2593,95802,109299
30065,Musselshell County,1868,4497,4538
30067,Park County,2803,15694,15636
30069,Petroleum County,1655,493,494
30071,Phillips County,5140,4601,4253
30073,Pondera County,1623,6424,6153
30075,Powder River County,3297,1858,1743
30077,Powell County,2326,7180,7027
30079,Prairie County,1737,1199,1179
30081,Ravalli County,2391,36070,40212
30083,Richland County,2084,9667,9746
30085,Roosevelt County,2355,10620,10425
30087,Rosebud County,5010,9383,9233
30089,Sanders County,2761,10227,11413
30091,Sheridan County,1677,4105,3384
30093,Silver Bow County,718,34606,34200
30095,Stillwater County,1795,8195,9117
30097,Sweet Grass County,1855,3609,3651
30099,Teton County,2272,6445,6073
30101,Toole County,1916,5267,5324
30103,Treasure County,977,861,718
30105,Valley County,4926,7675,7369
30107,Wheatland County,1423,2259,2168
30109,Wibaux County,889,1068,1017
30111,Yellowstone County,2633,129352,147972
31001,Adams County,563,31151,31364
31003,Antelope County,857,7452,6685
31005,Arthur County,715,444,460
31007,Banner County,746,819,690
31009,Blaine County,711,583,478
31011,Boone County,687,6259,5505
31013,Box Butte County,1075,12158,11308
31015,Boyd County,540,2438,2099
31017,Brown County,1221,3525,3145
31019,Buffalo County,968,42259,46102
31021,Burt County,492,7791,6858
31023,Butler County,585,8767,8395
31025,Cass County,557,24334,25241
31027,Cedar County,740,9615,8852
31029,Chase County,894,4068,3966
31031,Cherry County,5960,6148,5713
31033,Cheyenne County,1196,9830,9998
31035,Clay County,572,7039,6542
31037,Colfax County,412,10441,10515
31039,Cuming County,571,10203,9139
31041,Custer County,2576,11793,10939
31043,Dakota County,264,20253,21006
31045,Dawes County,1396,9060,9182
31047,Dawson County,1013,24365,24326
31049,Deuel County,440,2098,1941
31051,Dixon County,476,6339,6000
31053,Dodge County,529,36160,36691
31055,Douglas County,328,463585,517110
31057,Dundy County,920,2292,2008
31059,Fillmore County,575,6634,5890
31061,Franklin County,576,3574,3225
31063,Frontier County,975,3099,2756
31065,Furnas County,719,5324,4959
31067,Gage County,851,22993,22311
31069,Garden County,1704,2292,2057
31071,Garfield County,570,1902,2049
31073,Gosper County,458,2143,2044
31075,Grant County,776,747,614
31077,Greeley County,570,2714,2538
31079,Hall County,546,53534,58607
31081,Hamilton County,543,9403,9124
31083,Harlan County,553,3786,3423
31085,Hayes County,713,1068,967
31087,Hitchcock County,710,3111,2908
31089,Holt County,2412,11551,10435
31091,Hooker County,721,783,736
31093,Howard County,569,6567,6274
31095,Jefferson County,570,8333,7547
31097,Johnson County,376,4488,5217
31099,Kearney County,516,6882,6489
31101,Keith County,1062,8875,8368
31103,Keya Paha County,773,983,824
31105,Kimball County,952,4089,3821
31107,Knox County,1108,9374,8701
31109,Lancaster County,838,250291,285407
31111,Lincoln County,2564,34632,36288
31113,Logan County,571,774,763
31115,Loup County,568,712,632
31117,McPherson County,859,533,539
31119,Madison County,573,35226,34876
31121,Merrick County,485,8204,7845
31123,Morrill County,1424,5440,5042
31125,Nance County,442,4038,3735
31127,Nemaha County,407,7576,7248
31129,Nuckolls County,575,5057,4500
31131,Otoe County,616,15396,15740
31133,Pawnee County,431,3087,2773
31135,Perkins County,883,3200,2970
31137,Phelps County,540,9747,9188
31139,Pierce County,573,7857,7266
31141,Platte County,674,31662,32237
31143,Polk County,438,5639,5406
31145,Red Willow County,717,11448,11055
31147,Richardson County,552,9531,8363
31149,Rock County,1008,1756,1526
31151,Saline County,574,13843,14200
31153,Sarpy County,239,122595,158840
31155,Saunders County,750,19830,20780
31157,Scotts Bluff County,739,36951,36970
31159,Seward County,571,16496,16750
31161,Sheridan County,2441,6198,5469
31163,Sherman County,566,3318,3152
31165,Sioux County,2067,1475,1311
31167,Stanton County,428,6455,6129
31169,Thayer County,574,6055,5228
31171,Thomas County,713,729,647
31173,Thurston County,394,7171,6940
31175,Valley County,568,4647,4260
31177,Washington County,390,18780,20234
31179,Wayne County,443,9851,9595
31181,Webster County,575,4061,3812
31183,Wheeler County,575,886,818
31185,York County,573,14598,13665
32001,Churchill County,4930,23982,24877
32003,Clark County,7891,1375765,1951269
32005,Douglas County,710,41259,46997
32007,Elko County,17170,45291,48818
32009,Esmeralda County,3582,971,783
32011,Eureka County,4176,1651,1987
32013,Humboldt County,9641,16106,16528
32015,Lander County,5490,5794,5775
32017,Lincoln County,10633,4165,5345
32019,Lyon County,2001,34501,51980
32021,Mineral County,3753,5071,4772
32023,Nye County,18182,32485,43946
32027,Pershing County,6037,6693,6753
32029,Storey County,263,3399,4010
32031,Washoe County,6302,339486,421407
32033,White Pine County,8876,9181,10030
32510,Carson City,145,52457,55274
33001,Belknap County,400,56325,60088
33003,Carroll County,931,43666,47818
33005,Cheshire County,707,73825,77117
33007,Coos County,1795,33111,33055
33009,Grafton County,1709,81743,89118
33011,Hillsborough County,876,380841,400721
33013,Merrimack County,934,136225,146445
33015,Rockingham County,695,277359,295223
33017,Strafford County,369,112233,123143
33019,Sullivan County,537,40458,43742
34001,Atlantic County,556,252552,274549
34003,Bergen County,233,884118,905116
34005,Burlington County,799,423394,448734
34007,Camden County,221,508932,513657
34009,Cape May County,251,102326,97265
34011,Cumberland County,484,146438,156898
34013,Essex County,126,793633,783969
34015,Gloucester County,322,254673,288288
34017,Hudson County,46,608975,634266
34019,Hunterdon County,428,121989,128349
34021,Mercer County,225,350761,366513
34023,Middlesex County,309,750162,809858
34025,Monmouth County,469,615301,630380
34027,Morris County,460,470212,492276
